r,g,b,size_cm,label
212.74198778863806,45.654843590067,31.49540898382356,6.822139151467482,Tomato
49.06236578327749,47.52840261580017,167.2402490605123,1.024912402168075,Blueberry
202.6513640070035,157.75110714024714,131.0690035025648,6.8975528002490165,Potato
228.42988205050747,158.98832648891747,140.4470612269888,6.379881821145691,Potato
242.9566907041215,243.71828437312936,42.098920284736444,21.944180981261383,Banana
80.51199964845844,43.0274846380494,130.2248323467994,1.1704605144725275,Blueberry
142.54110591521953,42.90339176792851,161.59422782130196,12.118063891907596,Eggplant
235.13940108887027,186.2479693268553,59.994414881557354,23.384878957654827,Banana
150.8863373603885,38.24454309257878,155.90059932433422,13.371568546012039,Eggplant
245.1675999314553,232.05247209724584,26.379591762065683,18.396057426722976,Banana
202.04331221452247,41.91835214137884,58.54830269061634,5.960234980985447,Apple
254.17945170560105,229.38011008780845,48.657750958586064,18.76043965647088,Banana
246.20071040784705,204.8468862007978,55.53595244440167,14.18017097038424,Banana
215.04245801717255,9.665276616162874,39.53647520247509,8.210917641352637,Apple
34.87579436053527,60.6442863516512,136.96817402863303,0.9765531578587572,Blueberry
82.56751429519599,201.07517388293726,34.74258928485647,5.530496000212996,Lime
255.0,228.4289942360232,65.77013270850271,17.05934943956914,Banana
45.60107087936518,15.655961531780463,142.9250503728948,1.1201958190250272,Blueberry
247.8880798615479,94.73045893380609,44.65703821066614,6.870785176339768,Tomato
245.71083831810142,52.6091789793325,58.57100836069735,6.265636559997851,Tomato
176.51954899091265,42.05410587894069,36.59876842974327,6.210500979485022,Apple
255.0,133.3470139512146,6.787807090239356,8.470151930041322,Orange
147.5460221583794,25.994293855011144,171.0925825789292,14.157260592222409,Eggplant
58.99755422732669,179.81248885356504,56.61768727384559,4.487980914490831,Lime
255.0,156.14310768557957,0.0,7.590983930076407,Orange
81.46923297749547,27.35837319364002,163.16484454634985,1.0708506473501755,Blueberry
246.84152863758575,166.1444156204734,5.88140576284176,8.806483846803046,Orange
125.96965800826374,21.151163763575237,180.79851856543416,12.754503137390499,Eggplant
30.341054611074384,220.02552387384787,66.44788918494055,4.887074553582672,Lime
182.43428144640802,48.96555233894111,12.910820001025026,9.211200934463408,Apple
120.52975065019594,49.299600026847415,132.33613314268564,9.97706360074439,Eggplant
48.00802336596807,188.86043990832624,65.15570651813829,5.734170815677839,Lime
199.59615106434967,168.9568902482711,130.58538015302096,7.250629232027924,Potato
239.1828344404733,92.90626293271426,62.2736555906976,6.134077933715881,Tomato
247.13904475126927,138.8096129367352,37.79499220499728,8.248033785239084,Orange
94.62202430684916,36.05693053966553,119.59470531658928,0.9434483511156977,Blueberry
199.37518814530563,8.963795322848423,50.57081066127037,7.63162374745689,Apple
235.36505239249502,30.634743935491116,17.404940856133457,7.1797431250167465,Apple
179.26404414357543,171.96349346629697,126.94746166623976,5.582216943757959,Potato
242.06866921975444,241.10863878499995,47.6909057907435,20.695122876975265,Banana
191.15188509765926,144.57093633979,110.69675610287109,6.982845698339055,Potato
183.3152515115945,28.9285435908876,0.0,6.139514381279197,Apple
188.5206802834763,20.44205480996728,18.783470524354243,6.533399219905386,Apple
204.94474914286883,100.67383740506412,57.9280255093817,6.2301829233432064,Tomato
82.49108821271085,26.010006845366306,143.7100921100948,0.9072917501492511,Blueberry
249.1278312341755,63.23859401622036,84.32005361976087,7.508341325824201,Tomato
98.62022568148451,32.84818145407549,159.6185681754549,12.131174793008515,Eggplant
227.74686028910304,85.24387786992845,57.925963814060445,6.199744547040137,Tomato
96.04730763604333,0.7965808204956204,137.41053827778083,12.232845878454844,Eggplant
210.07622806275873,49.454053059983195,45.010598781880276,7.385711266551887,Apple
43.06960738916845,211.89380172533671,52.542628521574336,4.465992134538816,Lime
115.91209185994333,37.448364027504304,152.44014149546476,13.049066846660931,Eggplant
71.96464941599598,40.04742492738856,168.03284736627486,0.9402914993937751,Blueberry
202.1029431350993,146.8593619863915,135.84118733323217,5.381631457335837,Potato
224.23828992698532,195.9860657449923,125.24482172668702,6.525104367888735,Potato
243.22663770370636,192.04860785658377,62.201646791449654,20.967102457551988,Banana
190.08943279398727,179.17440616204382,105.34083262596617,7.670657563618695,Potato
221.56706995951433,56.34222535716325,84.3153419525821,5.990130270302814,Tomato
113.27936834994448,30.996439292272076,146.94265756180084,14.35690554503612,Eggplant
255.0,175.2502541759707,0.0,9.006633207701253,Orange
187.36304431020767,24.102081361240174,22.942053243621164,5.77064744356902,Apple
199.1096532262562,42.14675085899887,9.791003611878626,7.321224186794603,Apple
255.0,115.41279719839038,21.814991736955207,8.766475541858533,Orange
240.8198924656517,128.8247432314799,0.0,8.01846761074893,Orange
234.09492576317697,81.44741951281128,45.2026317870973,5.548958116112689,Tomato
251.02264487106606,225.48394510190155,56.750890543055945,13.589852684203532,Banana
57.70970046275428,206.3888169319189,39.311394654763305,5.880745384571305,Lime
238.6248486513768,142.1911534012388,84.32463925670316,5.330638662472995,Potato
218.87119798064373,168.5407921021625,151.4025096613545,7.170670177944617,Potato
44.98009890528638,220.21284348131778,49.1198506974661,4.988263310301426,Lime
244.09450522633992,170.94880231173136,35.86527635702613,7.718010280460986,Orange
242.61329378680097,255.0,70.6717787658487,17.298364211621376,Banana
120.60694298821896,44.83468445879736,129.93320062765653,13.723551766216348,Eggplant
252.50779228829208,202.96263174679143,49.237581368851544,16.16287581890791,Banana
250.84440527079417,166.1586919397786,0.0,9.206776995492243,Orange
229.31507982028324,5.158173752131955,0.0,6.95333993292684,Apple
74.3611880381238,16.531938110118965,150.81884657395352,1.0670003707854048,Blueberry
56.77632086970919,57.124756059726614,162.47140360472062,1.0881565054551197,Blueberry
184.44836271663058,167.7224135645529,103.6141618452909,7.0422288936975095,Potato
22.651770641416835,154.02119923400977,41.87914054863802,6.397253375935863,Lime
130.63339803918586,36.03795283741309,151.14568310693733,11.464638223406176,Eggplant
122.89060979709167,64.51838326633143,145.74392093875454,11.827747740908968,Eggplant
45.388764455083155,200.65304597432598,48.88824440251768,6.345197893021966,Lime
249.08486743651827,150.8573737594822,0.0,8.33395123580626,Orange
125.3543169561207,42.51096033065426,144.87293512064036,11.847080510342755,Eggplant
205.04081616855328,121.85779169322547,88.4824396607059,6.361556330656059,Potato
255.0,167.88236272691336,0.0,7.003124228932511,Orange
60.12921240434296,12.443402149320477,152.88881323152265,1.265503724727669,Blueberry
131.47690462016175,44.657856494390586,171.51956498556078,9.812683515628827,Eggplant
69.11233780750666,76.05150258905252,160.22585769231563,0.874041340130807,Blueberry
188.63475399980194,170.94547462787568,106.39288727954543,6.781144507508363,Potato
254.65044709402082,219.54276390898303,67.3989542349569,14.50876908577697,Banana
226.47742643935578,89.08161531835597,59.07258728655637,6.892410487526522,Tomato
186.51051223477447,176.07978978298283,110.18842986007937,7.917069391068582,Potato
105.50828674145085,43.39256369832585,138.17959177870657,11.62515498056913,Eggplant
230.15810578816667,65.72170029470229,61.37896326812987,6.100824424805003,Tomato
38.405444489424454,8.309410466560223,165.4442555154386,0.9006164472441719,Blueberry
82.5511674196947,41.93195690659731,137.53949407321386,0.7637292229100701,Blueberry
238.40652336374436,121.92876730253303,3.7308119291809914,8.570731223776976,Orange
255.0,246.75059215067657,71.43312546460632,19.279858210274554,Banana
205.14922329380627,62.14920205286527,55.36283126080211,6.445685906425916,Tomato
193.39032918418854,175.17615029301191,99.04708861669513,6.220767461157598,Potato
255.0,133.98660984236108,10.162906666084805,7.459942374534042,Orange
255.0,154.12287718216442,0.0,8.231851354207567,Orange
255.0,195.9785340080965,10.92101506445129,8.313139448905204,Orange
213.84256979796095,160.50699689048685,119.90808062350995,6.811035736251355,Potato
65.53326425495439,35.1569794921743,154.97881377920126,1.1434576780990575,Blueberry
255.0,164.86617341642875,0.0,9.203501961350097,Orange
108.46053720230961,51.86297819044155,168.48410312864246,12.863391659393312,Eggplant
255.0,126.34708397539875,0.0,7.55728219284633,Orange
25.4151652025221,202.31855242418865,59.0501196841135,7.293379792507414,Lime
251.89270860106524,240.9058788747601,64.74181181144155,14.594992940914022,Banana
39.05824530783528,195.2957913433184,40.13116169134861,6.600000416481821,Lime
255.0,222.87476651416057,14.806611817845294,16.687104507876025,Banana
246.42802427619614,155.7390052528291,4.72610392203465,8.697461709594895,Orange
150.08425635787458,23.77523776185086,159.10323778451038,11.87515036394658,Eggplant
255.0,232.0827369375915,69.11347796049918,19.371971091633053,Banana
116.57566480056212,13.045959965096525,174.53812155238052,11.562778455026878,Eggplant
255.0,233.2215579447681,63.25581104417967,18.9670504896374,Banana
255.0,215.44436208743423,44.190090034672004,20.255387494469197,Banana
175.76938981328263,35.35284751543418,159.18223850250135,11.064914659756012,Eggplant
255.0,136.2323512475715,19.313604859788214,10.911149944511749,Orange
255.0,219.77505820460428,57.813061653294255,18.69486726138339,Banana
184.0905661483796,32.7670519070195,31.047756932027998,6.039904949822277,Apple
106.11839460811277,8.06854690998167,137.65110437336676,11.111214364826935,Eggplant
181.19294634974472,202.11060671363185,150.26686423352427,5.810582261790231,Potato
108.68422250865774,35.004754860515796,131.34643354727214,11.70701595684436,Eggplant
243.45333128598685,147.77460580413094,14.40737145409828,9.269377156409845,Orange
207.24082538962335,193.7779242117328,121.94425417763102,5.792814134779651,Potato
17.31013150453994,86.75725375270184,155.31503893117562,0.9068201031408399,Blueberry
79.17309538285896,76.14710141875122,133.50622345667844,0.8995695155444464,Blueberry
109.10718775909204,56.38753299434026,178.32721589799192,12.657630735451775,Eggplant
57.04196629406296,53.817680355335156,132.11954340752487,0.8780945407612026,Blueberry
244.17538240887816,230.75607481456566,24.326112796429953,18.951425433994462,Banana
217.04253619721368,170.99005284860075,127.60382951222591,6.136372882681946,Potato
248.72426158065855,218.71336132226827,47.21056907808711,22.48577564449142,Banana
214.85749428178454,44.643173448011495,53.498618528777925,7.017643226971518,Apple
249.19176290084155,220.48500570380915,76.90749455328304,19.201456820305424,Banana
238.57412698252838,161.54423964193154,122.85760891687578,7.401685202171879,Potato
189.3914343750042,45.292837746378446,36.42627874737085,6.41795593998105,Apple
203.58307452032247,19.196096211141693,31.25643752982034,6.676336578636121,Apple
127.53767928229493,43.9705036792725,127.12286902033891,11.454845169773058,Eggplant
255.0,140.91597863340832,3.120149958667348,8.74883226186667,Orange
229.71031333819127,158.67418130847003,119.42314510505315,6.526149267863098,Potato
255.0,222.34315344662397,44.61134296637164,14.555441374703722,Banana
233.4741048833667,233.00284802796253,74.53936675962171,16.682868926670135,Banana
255.0,248.71675564094326,34.88223382496646,20.462137692038738,Banana
126.45020119936805,18.461957284899643,123.11682399144343,8.941515480911043,Eggplant
243.27447593493991,216.29005498702222,47.23374845250224,18.91619844422814,Banana
236.47131285272272,115.65193485481637,0.0,9.634942142489724,Orange
208.49858708421138,75.1444591623052,44.78722874832914,6.931643406798053,Tomato
199.62377130864533,32.11189289955808,52.997968124191644,6.503080033377903,Apple
90.87958895132394,46.85400528457093,135.2866535805419,12.462659717890638,Eggplant
204.83950138836266,91.64637709405409,63.2384586518355,7.153507817478995,Tomato
215.4852152758751,71.36250892009168,72.3406154333715,6.389514102912101,Tomato
255.0,135.41079571603345,0.0,8.834437114642544,Orange
221.63477005171177,170.1581919673773,121.04155285368162,6.292837746055319,Potato
58.42616408201074,59.86975329598098,167.0927022845608,0.9928701782473007,Blueberry
243.76178298516197,136.6785435621947,0.0,6.250322621758949,Orange
214.23857504677486,13.631025813694698,55.250297596849784,5.8224451072544845,Apple
114.06919259607625,70.14747411245317,145.05355851445162,8.830209398230679,Eggplant
241.78487162198707,141.47592001544407,8.23104728307434,9.984938768589702,Orange
226.0456019183672,33.53798597720834,48.57320171043543,5.752129286648944,Apple
225.92762731370084,245.9653083802291,39.77735161763511,16.24985473604894,Banana
109.1650000451668,28.601834859130413,134.68896144686494,11.220950113272625,Eggplant
169.1635784763642,54.36970273497743,27.938282785452877,8.039765702057707,Apple
235.87691649335616,232.70952774973767,49.63140322991812,20.129176790668502,Banana
55.516706796245266,19.887909776391663,157.27583157499197,1.0859047293629152,Blueberry
118.7360334926829,0.0,147.2645871183113,13.526607098886629,Eggplant
169.5033938720886,188.1189177385873,109.74541866733684,6.2208942119158115,Potato
193.83162330655372,23.314064412075755,4.664789495079219,6.346633982423665,Apple
32.22957272622637,38.6104094620693,160.73594047647154,0.9238856982772716,Blueberry
180.54086010320185,41.08684092499675,40.675822643430905,6.739980990976248,Apple
227.72794231598013,192.59629604519256,107.65785148337766,7.139832732116993,Potato
36.63528381430909,196.26449496337838,72.15574123678523,7.213210280670127,Lime
203.51138465760684,179.6746166829157,109.58772488022603,6.439554446083469,Potato
226.06210151187494,143.32533042012304,36.424911946133506,8.506935841451197,Orange
125.31418635073085,35.71179384899889,142.61066731086487,14.619213886368467,Eggplant
225.83658302726542,59.624447625972806,86.47862443470787,5.954393728269238,Tomato
242.8053904303789,126.03238361878914,74.54465140923729,5.838508833536203,Tomato
